,Region,DATE,Rental Price Index
1462,UK excluding London,01/02/2018,105.9
1463,UK excluding London,01/03/2018,106
1464,UK excluding London,01/04/2018,106.1
1465,UK excluding London,01/05/2018,106.2
1466,UK excluding London,01/06/2018,106.4
1467,UK excluding London,01/07/2018,106.5
1468,UK excluding London,01/08/2018,106.6
1469,UK excluding London,01/09/2018,106.8
1470,UK excluding London,01/10/2018,106.9
1471,UK excluding London,01/11/2018,107
1472,UK excluding London,01/12/2018,107.2
1473,UK excluding London,01/01/2019,107.4
1474,UK excluding London,01/02/2019,107.5
1475,UK excluding London,01/03/2019,107.6
1476,UK excluding London,01/04/2019,107.7
1477,UK excluding London,01/05/2019,107.8
1478,UK excluding London,01/06/2019,108
1479,UK excluding London,01/07/2019,108.1
1480,UK excluding London,01/08/2019,108.2
1481,UK excluding London,01/09/2019,108.4
1482,UK excluding London,01/10/2019,108.5
1483,UK excluding London,01/11/2019,108.7
1484,UK excluding London,01/12/2019,108.8
1485,UK excluding London,01/01/2020,109.1
1486,UK excluding London,01/02/2020,109.1
1487,UK excluding London,01/03/2020,109.2
1488,UK excluding London,01/04/2020,109.4
1489,UK excluding London,01/05/2020,109.6
1490,UK excluding London,01/06/2020,109.7
1491,UK excluding London,01/07/2020,109.8
1492,UK excluding London,01/08/2020,109.9
1493,UK excluding London,01/09/2020,110.1
1494,UK excluding London,01/10/2020,110.3
1495,UK excluding London,01/11/2020,110.4
1496,UK excluding London,01/12/2020,110.6
1497,UK excluding London,01/01/2021,110.7
1498,UK excluding London,01/02/2021,110.9
1499,UK excluding London,01/03/2021,111.1
1500,UK excluding London,01/04/2021,111.3
1501,UK excluding London,01/05/2021,111.5
1502,UK excluding London,01/06/2021,111.7
1503,UK excluding London,01/07/2021,111.9
1504,UK excluding London,01/08/2021,112.2
1505,UK excluding London,01/09/2021,112.5
1506,UK excluding London,01/10/2021,112.8
1507,UK excluding London,01/11/2021,113.2
1508,UK excluding London,01/12/2021,113.7
1509,UK excluding London,01/01/2022,114.1
1510,UK excluding London,01/02/2022,114.3
1511,UK excluding London,01/03/2022,114.6
1512,UK excluding London,01/04/2022,115
1513,UK excluding London,01/05/2022,115.4
1514,UK excluding London,01/06/2022,115.8
1515,UK excluding London,01/07/2022,116.2
1516,UK excluding London,01/08/2022,116.6
1517,UK excluding London,01/09/2022,117.1
1518,UK excluding London,01/10/2022,117.5
1519,UK excluding London,01/11/2022,118
1520,GB excluding London,01/01/2015,100
1521,GB excluding London,01/02/2015,100.1
1522,GB excluding London,01/03/2015,100.2
1523,GB excluding London,01/04/2015,100.4
1524,GB excluding London,01/05/2015,100.5
1525,GB excluding London,01/06/2015,100.7
1526,GB excluding London,01/07/2015,100.7
1527,GB excluding London,01/08/2015,101
1528,GB excluding London,01/09/2015,101.1
1529,GB excluding London,01/10/2015,101.2
1530,GB excluding London,01/11/2015,101.4
1531,GB excluding London,01/12/2015,101.6
1532,GB excluding London,01/01/2016,101.8
1533,GB excluding London,01/02/2016,102
1534,GB excluding London,01/03/2016,102.1
1535,GB excluding London,01/04/2016,102.4
1536,GB excluding London,01/05/2016,102.6
1537,GB excluding London,01/06/2016,102.7
1538,GB excluding London,01/07/2016,102.8
1539,GB excluding London,01/08/2016,103.1
1540,GB excluding London,01/09/2016,103.2
1541,GB excluding London,01/10/2016,103.4
1542,GB excluding London,01/11/2016,103.7
1543,GB excluding London,01/12/2016,103.9
1544,GB excluding London,01/01/2017,104.1
1545,GB excluding London,01/02/2017,104.2
1546,GB excluding London,01/03/2017,104.4
1547,GB excluding London,01/04/2017,104.5
1548,GB excluding London,01/05/2017,104.6
1549,GB excluding London,01/06/2017,104.7
1550,GB excluding London,01/07/2017,104.9
1551,GB excluding London,01/08/2017,105
1552,GB excluding London,01/09/2017,105.2
1553,GB excluding London,01/10/2017,105.4
1554,GB excluding London,01/11/2017,105.5
1555,GB excluding London,01/12/2017,105.7
1556,GB excluding London,01/01/2018,105.8
1557,GB excluding London,01/02/2018,105.9
1558,GB excluding London,01/03/2018,106.1
1559,GB excluding London,01/04/2018,106.2
1560,GB excluding London,01/05/2018,106.3
1561,GB excluding London,01/06/2018,106.4
1562,GB excluding London,01/07/2018,106.5
1563,GB excluding London,01/08/2018,106.6
1564,GB excluding London,01/09/2018,106.8
1565,GB excluding London,01/10/2018,106.9
1566,GB excluding London,01/11/2018,107
1567,GB excluding London,01/12/2018,107.2
1568,GB excluding London,01/01/2019,107.4
1569,GB excluding London,01/02/2019,107.5
1570,GB excluding London,01/03/2019,107.6
1571,GB excluding London,01/04/2019,107.7
1572,GB excluding London,01/05/2019,107.8
1573,GB excluding London,01/06/2019,108
1574,GB excluding London,01/07/2019,108.1
1575,GB excluding London,01/08/2019,108.2
1576,GB excluding London,01/09/2019,108.4
1577,GB excluding London,01/10/2019,108.5
1578,GB excluding London,01/11/2019,108.7
1579,GB excluding London,01/12/2019,108.8
1580,GB excluding London,01/01/2020,109.1
1581,GB excluding London,01/02/2020,109.1
1582,GB excluding London,01/03/2020,109.2
1583,GB excluding London,01/04/2020,109.4
1584,GB excluding London,01/05/2020,109.6
1585,GB excluding London,01/06/2020,109.7
1586,GB excluding London,01/07/2020,109.8
1587,GB excluding London,01/08/2020,109.9
1588,GB excluding London,01/09/2020,110.1
1589,GB excluding London,01/10/2020,110.3
1590,GB excluding London,01/11/2020,110.4
1591,GB excluding London,01/12/2020,110.6
1592,GB excluding London,01/01/2021,110.7
1593,GB excluding London,01/02/2021,110.8
1594,GB excluding London,01/03/2021,111
1595,GB excluding London,01/04/2021,111.2
1596,GB excluding London,01/05/2021,111.5
1597,GB excluding London,01/06/2021,111.6
1598,GB excluding London,01/07/2021,111.8
1599,GB excluding London,01/08/2021,112.1
1600,GB excluding London,01/09/2021,112.4
1601,GB excluding London,01/10/2021,112.7
1602,GB excluding London,01/11/2021,113.1
1603,GB excluding London,01/12/2021,113.5
1604,GB excluding London,01/01/2022,113.9
1605,GB excluding London,01/02/2022,114.2
1606,GB excluding London,01/03/2022,114.4
1607,GB excluding London,01/04/2022,114.8
1608,GB excluding London,01/05/2022,115.2
1609,GB excluding London,01/06/2022,115.6
1610,GB excluding London,01/07/2022,115.9
1611,GB excluding London,01/08/2022,116.3
1612,GB excluding London,01/09/2022,116.8
1613,GB excluding London,01/10/2022,117.2
1614,GB excluding London,01/11/2022,117.7
1615,England excluding London,01/01/2015,100
1616,England excluding London,01/02/2015,100.1
1617,England excluding London,01/03/2015,100.2
1618,England excluding London,01/04/2015,100.4
1619,England excluding London,01/05/2015,100.5
1620,England excluding London,01/06/2015,100.7
1621,England excluding London,01/07/2015,100.8
1622,England excluding London,01/08/2015,101
1623,England excluding London,01/09/2015,101.2
1624,England excluding London,01/10/2015,101.3
1625,England excluding London,01/11/2015,101.6
1626,England excluding London,01/12/2015,101.7
1627,England excluding London,01/01/2016,102
1628,England excluding London,01/02/2016,102.2
1629,England excluding London,01/03/2016,102.4
1630,England excluding London,01/04/2016,102.6
1631,England excluding London,01/05/2016,102.8
1632,England excluding London,01/06/2016,102.9
1633,England excluding London,01/07/2016,103.1
1634,England excluding London,01/08/2016,103.4
1635,England excluding London,01/09/2016,103.6
1636,England excluding London,01/10/2016,103.8
1637,England excluding London,01/11/2016,104.1
1638,England excluding London,01/12/2016,104.3
1639,England excluding London,01/01/2017,104.6
1640,England excluding London,01/02/2017,104.7
1641,England excluding London,01/03/2017,104.8
1642,England excluding London,01/04/2017,105
1643,England excluding London,01/05/2017,105.1
1644,England excluding London,01/06/2017,105.2
1645,England excluding London,01/07/2017,105.4
1646,England excluding London,01/08/2017,105.5
1647,England excluding London,01/09/2017,105.7
1648,England excluding London,01/10/2017,105.9
1649,England excluding London,01/11/2017,106.1
1650,England excluding London,01/12/2017,106.2
1651,England excluding London,01/01/2018,106.4
1652,England excluding London,01/02/2018,106.5
1653,England excluding London,01/03/2018,106.6
1654,England excluding London,01/04/2018,106.8
1655,England excluding London,01/05/2018,106.9
1656,England excluding London,01/06/2018,107
1657,England excluding London,01/07/2018,107.1
1658,England excluding London,01/08/2018,107.3
1659,England excluding London,01/09/2018,107.4
1660,England excluding London,01/10/2018,107.5
1661,England excluding London,01/11/2018,107.7
1662,England excluding London,01/12/2018,107.9
1663,England excluding London,01/01/2019,108.1
1664,England excluding London,01/02/2019,108.2
1665,England excluding London,01/03/2019,108.3
1666,England excluding London,01/04/2019,108.4
1667,England excluding London,01/05/2019,108.5
1668,England excluding London,01/06/2019,108.7
1669,England excluding London,01/07/2019,108.8
1670,England excluding London,01/08/2019,108.9
1671,England excluding London,01/09/2019,109.1
1672,England excluding London,01/10/2019,109.3
1673,England excluding London,01/11/2019,109.5
1674,England excluding London,01/12/2019,109.6
1675,England excluding London,01/01/2020,109.8
1676,England excluding London,01/02/2020,109.9
1677,England excluding London,01/03/2020,110
1678,England excluding London,01/04/2020,110.2
1679,England excluding London,01/05/2020,110.4
1680,England excluding London,01/06/2020,110.5
1681,England excluding London,01/07/2020,110.6
1682,England excluding London,01/08/2020,110.7
1683,England excluding London,01/09/2020,110.9
1684,England excluding London,01/10/2020,111.2
1685,England excluding London,01/11/2020,111.2
1686,England excluding London,01/12/2020,111.4
1687,England excluding London,01/01/2021,111.5
1688,England excluding London,01/02/2021,111.7
1689,England excluding London,01/03/2021,111.9
1690,England excluding London,01/04/2021,112.1
1691,England excluding London,01/05/2021,112.3
1692,England excluding London,01/06/2021,112.5
1693,England excluding London,01/07/2021,112.8
1694,England excluding London,01/08/2021,113
1695,England excluding London,01/09/2021,113.3
1696,England excluding London,01/10/2021,113.7
1697,England excluding London,01/11/2021,114.1
1698,England excluding London,01/12/2021,114.5
1699,England excluding London,01/01/2022,114.9
1700,England excluding London,01/02/2022,115.2
1701,England excluding London,01/03/2022,115.4
1702,England excluding London,01/04/2022,115.8
1703,England excluding London,01/05/2022,116.2
1704,England excluding London,01/06/2022,116.6
1705,England excluding London,01/07/2022,116.9
1706,England excluding London,01/08/2022,117.4
1707,England excluding London,01/09/2022,117.8
1708,England excluding London,01/10/2022,118.3
1709,England excluding London,01/11/2022,118.8
